OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION;nivel_numero
1;ANDINA;ANTIOQUIA;APARTADÓ;05045;Alta;17.5;206.8;24.0;12/08/2026;3
2;PACÍFICO;CHOCÓ;NÓVITA;27491;Alta;49.3;212.8;23.0;12/08/2026;3
3;PACÍFICO;CHOCÓ;RÍO IRÓ;27580;Alta;36.2;205.8;23.0;12/08/2026;3
4;PACÍFICO;CHOCÓ;SAN JOSÉ DEL PALMAR;27660;Alta;29.4;112.2;18.0;12/08/2026;3
5;ANDINA;CUNDINAMARCA;MEDINA;25438;Alta;0.9;177.3;27.0;12/08/2026;3
6;ORINOQUÍA;META;CUBARRAL;50223;Alta;7.9;111.2;27.0;12/08/2026;3
7;ORINOQUÍA;META;EL CASTILLO;50251;Alta;11.5;127.5;26.0;12/08/2026;3
8;ORINOQUÍA;META;RESTREPO;50606;Alta;1.8;184.2;28.0;12/08/2026;3
9;ORINOQUÍA;META;SAN JUAN DE ARAMA;50683;Alta;11.5;115.7;25.0;12/08/2026;3
10;PACÍFICO;NARIÑO;FRANCISCO PIZARRO;52520;Alta;62.7;195.9;27.0;12/08/2026;3
11;PACÍFICO;NARIÑO;ROBERTO PAYÁN;52621;Alta;32.2;127.4;28.0;12/08/2026;3
12;AMAZONÍA;PUTUMAYO;MOCOA;86001;Alta;30.1;117.2;30.0;12/08/2026;3
13;AMAZONÍA;PUTUMAYO;PUERTO GUZMÁN;86571;Alta;-;-;-;12/08/2026;3
14;AMAZONÍA;PUTUMAYO;SAN FRANCISCO;86755;Alta;36.1;154.1;30.0;12/08/2026;3
15;AMAZONÍA;PUTUMAYO;VILLAGARZÓN;86885;Alta;24.4;110.2;29.0;12/08/2026;3
16;ANDINA;ANTIOQUIA;ALEJANDRÍA;05021;Baja;-;-;-;12/08/2026;1
