OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION
1;CARIBE;ATLÁNTICO;BARANOA;08078;ALTA;07/09/2026
2;CARIBE;ATLÁNTICO;JUAN DE ACOSTA;08372;ALTA;07/09/2026
3;CARIBE;ATLÁNTICO;POLONUEVO;08558;ALTA;07/09/2026
4;CARIBE;ATLÁNTICO;PONEDERA;08560;ALTA;07/09/2026
5;CARIBE;ATLÁNTICO;SABANALARGA;08638;ALTA;07/09/2026
6;CARIBE;ATLÁNTICO;SANTO TOMÁS;08685;ALTA;07/09/2026
7;CARIBE;ATLÁNTICO;TUBARÁ;08832;ALTA;07/09/2026
8;CARIBE;ATLÁNTICO;USIACURÍ;08849;ALTA;07/09/2026
9;CARIBE;BOLÍVAR;EL GUAMO;13248;ALTA;07/09/2026
10;ANDINA;CALDAS;LA DORADA;17380;ALTA;07/09/2026
11;ANDINA;CALDAS;VICTORIA;17867;ALTA;07/09/2026
12;PACÍFICO;CAUCA;POPAYÁN;19001;ALTA;07/09/2026
13;PACÍFICO;CAUCA;PURACÉ;19585;ALTA;07/09/2026
14;PACÍFICO;CAUCA;TOTORÓ;19824;ALTA;07/09/2026
15;CARIBE;CESAR;VALLEDUPAR;20001;ALTA;07/09/2026
16;ANDINA;CUNDINAMARCA;ALBÁN;25019;ALTA;07/09/2026
17;ANDINA;CUNDINAMARCA;BELTRÁN;25086;ALTA;07/09/2026
18;ANDINA;CUNDINAMARCA;BITUIMA;25095;ALTA;07/09/2026
19;ANDINA;CUNDINAMARCA;CAPARRAPÍ;25148;ALTA;07/09/2026
20;ANDINA;CUNDINAMARCA;CHAGUANÍ;25168;ALTA;07/09/2026
21;ANDINA;CUNDINAMARCA;GUADUAS;25320;ALTA;07/09/2026
22;ANDINA;CUNDINAMARCA;GUAYABAL DE SÍQUIMA;25328;ALTA;07/09/2026
23;ANDINA;CUNDINAMARCA;LA MESA;25386;ALTA;07/09/2026
24;ANDINA;CUNDINAMARCA;LA PEÑA;25398;ALTA;07/09/2026
25;ANDINA;CUNDINAMARCA;NIMAIMA;25489;ALTA;07/09/2026
26;ANDINA;CUNDINAMARCA;PULÍ;25580;ALTA;07/09/2026
27;ANDINA;CUNDINAMARCA;QUEBRADANEGRA;25592;ALTA;07/09/2026
28;ANDINA;CUNDINAMARCA;QUIPILE;25596;ALTA;07/09/2026
29;ANDINA;CUNDINAMARCA;SAN JUAN DE RIOSECO;25662;ALTA;07/09/2026
30;ANDINA;CUNDINAMARCA;SASAIMA;25718;ALTA;07/09/2026
31;ANDINA;CUNDINAMARCA;VIANÍ;25867;ALTA;07/09/2026
32;ANDINA;CUNDINAMARCA;VILLETA;25875;ALTA;07/09/2026
33;ANDINA;CUNDINAMARCA;ÚTICA;25851;ALTA;07/09/2026
34;CARIBE;LA GUAJIRA;URUMITA;44855;ALTA;07/09/2026
35;PACÍFICO;NARIÑO;ANCUYA;52036;ALTA;07/09/2026
36;PACÍFICO;NARIÑO;ARBOLEDA;52051;ALTA;07/09/2026
